Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,G1_Acente_Adi,Acente_Adi,Sehir,Bolge,G6_Ad_Soyad,G7_Bolum,G5_Sorumlu_Segment,G4_Gorev_Satis,G4X_Gorev_Sigorta,G3_Calisma_Suresi,Acente_Satis_Basarisi_Endeks_100,M7_Oneri_Duzeyi_Kod,M7_Oneri_Duzeyi,M1c_Baska_Kurumla_Calisiyor_mu,M1a_Yogun_Calisilan_Kurumlar,M1b_Tercih_Nedeni,M4a_Genel_Memnuniyet_Finans,M3_Brand_Retention,M6_Recommendation_NPS,M6x_Brand_Importance,M10_Sadakat_Unsuru_mu,M11_Neden,M8_Mutlu_Eden_Etkenler,M9_Iyilestirilecek_Konular,S1_1_Ziyaret_Genel_Memnuniyet,S1_2_Ziyaret_Sikligi_Memnuniyet,S3a_Kredilendirme_Sureci,S3b_Stenos_CRM_Memnuniyeti,S3bx_Stenos_CRM_Memnuniyeti_Sigorta,S3b_1_CRM_Sistem_Hizi,S3c_CRM_Memnuniyetsizlik_Nedeni,S5c_Egitim_Memnuniyeti,S6_Mobil_App_Bahsediyor_mu,S7_Mobil_App_Oneriyor_mu,S8_Onermeme_Nedeni,Q1_En_Basarili_Sigorta_Sirketleri,M4aX_Kasko_Genel_Memnuniyet,M6x_Kasko_Tavsiye,Q3_Kasko_Onerme_Egilimi,Q5_Onermeme_Nedeni,Q6_Onerme_Nedeni,M1_Veri_Paylasim_Izni,CRM_Memnuniyeti_Birlesik,CRM_Endeks_100,NPS_Kategori,Genel_Memnuniyet_Birlesik
DSI-00183,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-13,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Hurşide Bilay Arsoy Ülker,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,82.5,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Ziraat Bankası; Finans Bank,Onay süreleri kısa,9.0,10.0,8.0,7.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Düşük faiz uygulaması; Finansal açıdan güçlü bir kurum olması; Kolay ulaşılabilirlik; Çözüm odaklı olmaları,Banka kadar esnek olunmaması; Faizlerin yüksek olması,8.0,10.0,9.0,10.0,,10,,8.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Passive,9.0
DSI-00184,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-19,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Bay Kopan Şener,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,80.8,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; Anadolubank,Müşteri temsilcisi desteği iyi,9.0,10.0,5.0,10.0,1.0,,Çözüm odaklı olmaları; Finansal açıdan güçlü bir kurum olması,Kolay ulaşılır olmaması,10.0,5.0,10.0,9.0,,9,,8.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Detractor,9.0
DSI-00185,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-07,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Hasgül Sanavber Şensoy,Satış,Otomobil,Satış müdürü,,1 yıl – 3 yıl arası,76.8,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; QNB Fibabank; Finans Bank,Evrak süreci daha basit,7.0,7.0,7.0,7.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Stenos CRM üzerinden takip yapılabilmesi; Esnek ödeme planı sunması,Yeterince eğitim verilmemesi,6.0,5.0,6.0,8.0,,9,,7.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,7.0
DSI-00186,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-11,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Yahşikan Sakarya,Satış,Otomobil,Satış müdürü,,1 yıl – 3 yıl arası,84.7,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Şekerbank,Onay süreleri kısa,9.0,7.0,8.0,9.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Stenos CRM sisteminin iyi olması,Satış danışmanlarının inisiyatif almaması; Telefonlara geri dönülmemesi; Faizlerin yüksek olması,8.0,8.0,10.0,7.0,,5,,7.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Passive,9.0
DSI-00187,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-26,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Dorukhan Güçlü,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,83.7,,,,,,9.0,,,9.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Bankalar gibi şube limitinin olmaması; Stenos CRM üzerinden takip yapılabilmesi; Güvenilir bir kurum olması,"Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Eksik evrak bildiriminin geç haber verilmesi; Teknolojik alt yapılarının olmaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması",,,9.0,8.0,,8,,9.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,9.0
DSI-00188,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-21,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Bekbay Zengin,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıldan daha az bir süredir,74.0,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Garanti Bankası,Uzun süredir çalışıyoruz,8.0,7.0,8.0,6.0,1.0,,Eski müşteriyi takip edebilme olanağı; Güvenilir bir kurum olması,Telefonlara geri dönülmemesi,5.0,8.0,9.0,7.0,,5,,10.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,Passive,8.0
DSI-00189,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-09-07,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Arş. Gör. Uraltay Monis Yılmaz,Satış,Tüm segmentler,Showroom Müdürü/ 2. El Showroom Müdürü,,3 yıldan fazla,73.9,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Vakıflar Bankası,Evrak süreci daha basit,9.0,8.0,5.0,9.0,1.0,,Toplam paket sunması (sigorta gibi); Düşük faiz uygulaması,Evrakların yavaş kontrol edilmesi; Banka kadar esnek olunmaması; Yeterince eğitim verilmemesi; Tecrübesiz çalışanlarının olması,9.0,99.0,8.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",10.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Detractor,9.0
DSI-00190,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-01,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Vaysal Şama,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,84.9,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; QNB Fibabank; Kuveyt Türk,Evrak süreci daha basit,10.0,10.0,8.0,8.0,1.0,,Güvenilir bir kurum olması; Çözüm odaklı olmaları; Bankalar gibi şube limitinin olmaması,Evrakların yavaş kontrol edilmesi; Teknolojik alt yapılarının olmaması; Satış danışmanlarının inisiyatif almaması; İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı,9.0,10.0,9.0,8.0,,8,,8.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,10.0
DSI-00191,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-06-25,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Maksur Vahittin Yaman Güçlü,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,77.8,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Anadolubank,Evrak süreci daha basit,6.0,4.0,8.0,5.0,1.0,,Yeniden borcu yapılandırması; Düşük faiz uygulaması; Sabit faiz uygulaması; Stenos CRM sisteminin iyi olması,Yoğun olmalarından dolayı işlerin ilerlememesi,7.0,99.0,6.0,6.0,,8,"Ekranlar arası geçiş yavaş, rapor almak zor",9.0,2.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Passive,6.0
DSI-00192,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-03,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Eflâtun Kısakürek,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,42.7,,,,,,7.0,,,5.0,1.0,,Esnek ödeme planı sunması; Sabit faiz uygulaması,Telefonların hep meşgul olması ya da cevap verilmemesi; İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Faizlerin yüksek olması,,,7.0,6.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,2.0,Uygulamayı yeterince tanımıyorum,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,,7.0
DSI-00193,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-02,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Yönetmen Sezgin,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,67.7,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Akbank,Faiz avantajı,6.0,8.0,5.0,7.0,1.0,,Finansal açıdan güçlü bir kurum olması; Esnek ödeme planı sunması; Stenos CRM üzerinden takip yapılabilmesi,Telefonların hep meşgul olması ya da cevap verilmemesi; Tecrübesiz çalışanlarının olması,4.0,5.0,9.0,8.0,,9,,6.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Detractor,6.0
DSI-00194,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-09,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Ağakişi Gözel Arsoy Akgündüz,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,1 yıldan daha az bir süredir,72.9,,,,,,8.0,,,9.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Finansal açıdan güçlü bir kurum olması; Toplam paket sunması (sigorta gibi); Düşük faiz uygulaması,Telefonlara geri dönülmemesi; Yoğun olmalarından dolayı işlerin ilerlememesi; İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı,,,8.0,7.0,,7,,8.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,7.0,66.7,,8.0
DSI-00195,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-28,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Ergül Nursim Öcalan,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,65.1,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; TEB (Türk Ekonomi Bankası),Müşteri temsilcisi desteği iyi,6.0,5.0,4.0,7.0,1.0,,Finansal açıdan güçlü bir kurum olması; Esnek ödeme planı sunması; Güvenilir bir kurum olması; Çözüm odaklı olmaları,Satış danışmanlarının inisiyatif almaması; Eksik evrak bildiriminin geç haber verilmesi; Fazla evrak istenmesi; Sürecin hiçbir aşamasında geri bildirim yapılmaması,99.0,2.0,5.0,6.0,,7,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,6.0
DSI-00196,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-20,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Tiğin Tarhan,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,43.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Şekerbank; Garanti Bankası,Faiz avantajı,5.0,7.0,6.0,3.0,1.0,,Güvenilir bir kurum olması; Yeniden borcu yapılandırması,Eksik evrak bildiriminin geç haber verilmesi; Banka kadar esnek olunmaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Kolay ulaşılır olmaması,6.0,5.0,3.0,6.0,,7,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Detractor,5.0
DSI-00197,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-02,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Argu Fırat,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,81.6,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; Anadolubank; Finans Bank,Faiz avantajı,7.0,9.0,7.0,6.0,1.0,,Bankalar gibi şube limitinin olmaması; Yeniden borcu yapılandırması; Çözüm odaklı olmaları; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Faizlerin yüksek olması,8.0,5.0,7.0,9.0,,8,,7.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,9.0,88.9,Passive,7.0
DSI-00198,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-29,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Tandoğdu Şensoy,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,73.3,,,,,,,,,,,,,,,,,,6.0,6,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Türkiye Sigorta; Ray; Anadolu Anonim Türk,7.0,8.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,7.0
DSI-00199,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-06-29,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Öğr. Hudavent Gül,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,62.1,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Halk Bankası; ING,Müşteri temsilcisi desteği iyi,10.0,10.0,6.0,9.0,1.0,,Düşük faiz uygulaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Çözüm odaklı olmaları,Kolay ulaşılır olmaması; Banka kadar esnek olunmaması,10.0,10.0,10.0,10.0,,9,,10.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Detractor,10.0
DSI-00200,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-22,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Tekecan Korutürk,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,69.2,,,,,,,,,,,,,,,,,,5.0,4,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Allianz; Axa; Eureko,7.0,7.0,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,5.0,44.4,,7.0
